date, L Income, L 2020, L 2030, L 2040, L 2050, G Fund, F Fund, C Fund, S Fund, I Fund, 
5/19/08,13.61,16.65,17.36,18.13, ,12.45,12.21,16.22,19.6,24.66, 
5/16/08,13.61,16.65,17.35,18.13, ,12.44,12.19,16.2,19.64,24.66, 
5/15/08,13.6,16.61,17.3,18.07, ,12.44,12.19,16.18,19.59,24.42, 
5/14/08,13.56,16.48,17.14,17.88, ,12.44,12.11,16.01,19.4,24.03, 
5/13/08,13.55,16.45,17.1,17.83, ,12.44,12.13,15.94,19.38,23.96, 
5/12/08,13.55,16.46,17.12,17.85, ,12.44,12.2,15.95,19.26,24.12, 
5/9/08,13.52,16.35,16.98,17.69, ,12.43,12.21,15.77,19.05,23.82, 
5/8/08,13.54,16.42,17.07,17.79, ,12.43,12.21,15.88,19.09,24.1, 
5/7/08,13.52,16.35,16.98,17.69, ,12.43,12.17,15.82,18.99,23.82, 
5/6/08,13.56,16.5,17.17,17.92, ,12.43,12.15,16.1,19.26,24.12, 
5/5/08,13.54,16.44,17.1,17.83, ,12.43,12.17,15.98,19.1,24.08, 
5/2/08,13.55,16.46,17.12,17.85, ,12.43,12.16,16.05,19.12,24.01, 
5/1/08,13.54,16.43,17.09,17.81, ,12.42,12.19,16,19.13,23.89, 
4/30/08,13.5,16.3,16.92,17.62, ,12.42,12.18,15.73,18.86,23.79, 
4/29/08,13.5,16.31,16.94,17.64, ,12.42,12.13,15.79,18.88,23.77, 
4/28/08,13.51,16.36,17,17.71, ,12.42,12.12,15.85,18.99,23.89, 
4/25/08,13.5,16.33,16.97,17.67, ,12.42,12.08,15.86,18.94,23.73, 
4/24/08,13.48,16.25,16.86,17.55, ,12.42,12.09,15.76,18.76,23.45, 
4/23/08,13.48,16.23,16.84,17.53, ,12.41,12.15,15.66,18.6,23.68, 
4/22/08,13.47,16.21,16.81,17.49, ,12.41,12.15,15.61,18.55,23.64, 
4/21/08,13.49,16.29,16.91,17.61, ,12.41,12.15,15.75,18.81,23.74, 
4/18/08,13.49,16.29,16.92,17.62, ,12.41,12.11,15.78,18.84,23.72, 
4/17/08,13.44,16.13,16.72,17.38, ,12.41,12.09,15.5,18.58,23.36, 
4/16/08,13.45,16.17,16.77,17.45, ,12.41,12.11,15.49,18.66,23.66, 
4/15/08,13.38,15.92,16.46,17.08, ,12.41,12.18,15.14,18.18,22.89, 
4/14/08,13.37,15.88,16.41,17.02, ,12.4,12.22,15.07,18.08,22.83, 
4/11/08,13.38,15.9,16.44,17.06, ,12.4,12.23,15.12,18.13,22.84, 
4/10/08,13.42,16.07,16.65,17.3, ,12.4,12.2,15.44,18.52,23.06, 
4/9/08,13.42,16.05,16.63,17.27, ,12.4,12.24,15.37,18.34,23.22, 
4/8/08,13.44,16.13,16.72,17.39, ,12.4,12.19,15.49,18.63,23.34, 
4/7/08,13.45,16.19,16.79,17.48, ,12.4,12.19,15.56,18.64,23.61, 
4/4/08,13.44,16.16,16.76,17.43, ,12.39,12.21,15.54,18.61,23.45, 
4/3/08,13.43,16.12,16.71,17.38, ,12.39,12.13,15.53,18.56,23.26, 
4/2/08,13.42,16.09,16.68,17.34, ,12.39,12.12,15.51,18.5,23.18, 
4/1/08,13.42,16.1,16.68,17.34, ,12.39,12.15,15.53,18.44,23.16, 
3/31/08,13.34,15.79,16.31,16.9, ,12.39,12.2,14.99,17.91,22.54, 
3/28/08,13.32,15.74,16.25,16.83, ,12.38,12.18,14.91,17.79,22.48, 
3/27/08,13.33,15.79,16.31,16.9, ,12.38,12.15,15.03,17.93,22.48, 
3/26/08,13.36,15.87,16.41,17.02, ,12.38,12.17,15.2,18.12,22.52, 
3/25/08,13.37,15.9,16.45,17.07, ,12.38,12.16,15.33,18.22,22.36, 
3/24/08,13.35,15.83,16.36,16.96, ,12.38,12.14,15.3,18.06,22.03, 
3/20/08,13.3,15.68,16.17,16.74, ,12.38,12.23,15.07,17.63,21.7, 
3/19/08,13.25,15.48,15.94,16.46, ,12.37,12.21,14.71,17.3,21.41, 
3/18/08,13.31,15.73,16.24,16.82, ,12.37,12.15,15.08,17.72,22.13, 
3/17/08,13.21,15.38,15.81,16.32, ,12.37,12.2,14.47,17.05,21.52, 
3/14/08,13.24,15.52,15.99,16.53, ,12.37,12.12,14.6,17.44,22.04, 
3/13/08,13.29,15.71,16.22,16.8, ,12.37,12.07,14.9,17.8,22.48, 
3/12/08,13.28,15.66,16.16,16.73, ,12.37,12.1,14.83,17.58,22.46, 
3/11/08,13.29,15.69,16.2,16.78, ,12.36,12,14.96,17.7,22.33, 
3/10/08,13.2,15.37,15.8,16.31, ,12.36,12.07,14.42,17.11,21.64, 
3/7/08,13.23,15.52,15.98,16.53, ,12.36,12.03,14.65,17.52,21.91, 
3/6/08,13.25,15.6,16.09,16.66, ,12.36,12,14.77,17.66,22.19, 
3/5/08,13.31,15.79,16.33,16.93, ,12.36,12.02,15.1,18.15,22.43, 
3/4/08,13.29,15.73,16.25,16.84, ,12.36,12.09,15.02,18.04,22.16, 
3/3/08,13.31,15.8,16.33,16.94, ,12.36,12.15,15.07,18.14,22.48, 
2/29/08,13.31,15.8,16.34,16.95, ,12.35,12.16,15.06,18.17,22.5, 
2/28/08,13.37,16.05,16.64,17.31, ,12.35,12.09,15.48,18.63,23.07, 
2/27/08,13.39,16.14,16.75,17.44, ,12.35,12.02,15.62,18.83,23.31, 
2/26/08,13.39,16.13,16.74,17.43, ,12.35,12,15.63,18.89,23.22, 
2/25/08,13.36,16.02,16.61,17.27, ,12.35,11.96,15.52,18.74,22.78, 
2/22/08,13.32,15.88,16.44,17.07, ,12.34,12.02,15.31,18.39,22.45, 
2/21/08,13.3,15.81,16.35,16.96, ,12.34,12.04,15.19,18.34,22.23, 
2/20/08,13.32,15.89,16.45,17.09, ,12.34,11.95,15.38,18.62,22.23, 
2/19/08,13.31,15.85,16.4,17.02, ,12.34,11.97,15.25,18.45,22.35, 
2/15/08,13.3,15.81,16.36,16.97, ,12.34,12.04,15.26,18.4,22.03, 
2/14/08,13.3,15.82,16.37,16.99, ,12.33,12.03,15.25,18.46,22.1, 
2/13/08,13.33,15.92,16.5,17.14, ,12.33,12.1,15.46,18.75,22.12, 
2/12/08,13.3,15.81,16.36,16.97, ,12.33,12.11,15.24,18.43,22.01, 
2/11/08,13.27,15.7,16.23,16.83, ,12.33,12.14,15.13,18.36,21.54, 
2/8/08,13.26,15.67,16.19,16.77, ,12.33,12.13,15.04,18.27,21.55, 
2/7/08,13.26,15.69,16.21,16.8, ,12.33,12.1,15.11,18.28,21.57, 
2/6/08,13.25,15.66,16.18,16.76, ,12.32,12.16,14.99,18.1,21.77, 
2/5/08,13.27,15.73,16.26,16.86, ,12.32,12.18,15.09,18.32,21.85, 
2/4/08,13.36,16.08,16.68,17.36, ,12.32,12.15,15.59,18.82,22.94, 
2/1/08,13.38,16.15,16.77,17.47, ,12.32,12.16,15.76,18.97,22.97, 
1/31/08,13.34,16,16.59,17.26, ,12.32,12.14,15.57,18.55,22.65, 
1/30/08,13.3,15.85,16.4,17.03, ,12.32,12.11,15.31,18.18,22.45, 
1/29/08,13.31,15.89,16.46,17.1, ,12.31,12.14,15.38,18.37,22.44, 
1/28/08,13.29,15.83,16.39,17.01, ,12.31,12.17,15.28,18.23,22.31, 
1/25/08,13.25,15.69,16.21,16.81, ,12.31,12.16,15.02,17.87,22.19, 
1/24/08,13.28,15.79,16.33,16.95, ,12.31,12.12,15.26,17.99,22.25, 
1/23/08,13.24,15.63,16.14,16.72, ,12.31,12.23,15.11,17.84,21.45, 
1/22/08,13.2,15.49,15.97,16.52, ,12.31,12.2,14.79,17.41,21.58, 
1/18/08,13.23,15.67,16.18,16.77, ,12.3,12.14,14.96,17.47,22.54, 
1/17/08,13.24,15.68,16.2,16.8, ,12.3,12.14,15.05,17.58,22.37, 
1/16/08,13.3,15.92,16.49,17.14, ,12.3,12.11,15.5,18.04,22.73, 
1/15/08,13.33,16.01,16.6,17.26, ,12.3,12.12,15.58,18.09,23.15, 
1/14/08,13.39,16.26,16.91,17.63, ,12.29,12.09,15.98,18.49,23.86, 
1/11/08,13.36,16.16,16.79,17.49, ,12.29,12.08,15.81,18.34,23.67, 
1/10/08,13.39,16.3,16.96,17.69, ,12.29,12.03,16.03,18.64,24.02, 
1/9/08,13.38,16.23,16.87,17.6, ,12.29,12.07,15.9,18.44,23.95, 
1/8/08,13.35,16.14,16.77,17.47, ,12.29,12.05,15.69,18.36,23.88, 
1/7/08,13.39,16.3,16.96,17.7, ,12.29,12.06,15.97,18.76,24.04, 
1/4/08,13.38,16.28,16.94,17.67, ,12.28,12.04,15.92,18.8,24.01, 
1/3/08,13.45,16.54,17.26,18.06, ,12.28,12.01,16.32,19.37,24.7, 
1/2/08,13.45,16.54,17.27,18.07, ,12.28,12.01,16.32,19.53,24.6, 
12/31/07,13.47,16.65,17.41,18.24, ,12.28,11.93,16.56,19.79,24.76, 
12/28/07,13.48,16.69,17.46,18.3, ,12.27,11.9,16.67,19.87,24.77, 
12/27/07,13.47,16.67,17.43,18.26, ,12.27,11.83,16.65,19.88,24.68, 
12/26/07,13.49,16.76,17.55,18.41, ,12.27,11.79,16.88,20.27,24.6, 
12/24/07,13.49,16.75,17.54,18.39, ,12.27,11.82,16.87,20.25,24.54, 
12/21/07,13.47,16.68,17.44,18.28, ,12.26,11.85,16.74,20.04,24.42, 
12/20/07,13.43,16.5,17.23,18.03, ,12.26,11.91,16.46,19.71,23.95, 
12/19/07,13.41,16.45,17.16,17.95, ,12.26,11.89,16.37,19.49,23.95, 
12/18/07,13.41,16.47,17.18,17.97, ,12.26,11.86,16.4,19.45,24.08, 
12/17/07,13.39,16.39,17.09,17.86, ,12.26,11.81,16.29,19.27,23.93, 
12/14/07,13.43,16.57,17.31,18.12, ,12.25,11.79,16.54,19.64,24.47, 
12/13/07,13.48,16.74,17.53,18.39, ,12.25,11.82,16.77,19.94,25.06, 
12/12/07,13.49,16.81,17.6,18.48, ,12.25,11.85,16.75,19.97,25.6, 
12/11/07,13.47,16.72,17.5,18.36, ,12.25,11.88,16.65,19.94,25.17, 
12/10/07,13.53,16.97,17.8,18.72, ,12.25,11.8,17.08,20.52,25.67, 
12/7/07,13.5,16.89,17.71,18.61, ,12.24,11.8,16.95,20.36,25.52, 
12/6/07,13.51,16.91,17.73,18.63, ,12.24,11.87,16.98,20.31,25.55, 
12/5/07,13.47,16.75,17.54,18.4, ,12.24,11.92,16.73,19.9,25.24, 
12/4/07,13.44,16.63,17.38,18.22, ,12.24,11.93,16.47,19.64,25.08, 
12/3/07,13.45,16.69,17.46,18.32, ,12.24,11.94,16.58,19.77,25.25, 
11/30/07,13.46,16.74,17.52,18.39, ,12.23,11.9,16.67,19.87,25.33, 
11/29/07,13.44,16.67,17.43,18.28, ,12.23,11.9,16.54,19.75,25.18, 
11/28/07,13.44,16.68,17.45,18.3, ,12.23,11.87,16.54,19.75,25.32, 
11/27/07,13.36,16.39,17.09,17.87, ,12.23,11.89,16.07,19.18,24.63, 
11/26/07,13.33,16.27,16.94,17.7, ,12.23,11.94,15.83,19.01,24.37, 
11/23/07,13.37,16.45,17.17,17.97, ,12.22,11.85,16.21,19.33,24.7, 
11/21/07,13.32,16.27,16.95,17.71, ,12.22,11.84,15.94,19.05,24.2, 
11/20/07,13.36,16.43,17.15,17.94, ,12.22,11.81,16.2,19.29,24.68, 
11/19/07,13.34,16.35,17.05,17.83, ,12.22,11.82,16.12,19.33,24.18, 
11/16/07,13.39,16.53,17.28,18.1, ,12.21,11.79,16.41,19.72,24.67, 
11/15/07,13.38,16.51,17.25,18.07, ,12.21,11.8,16.32,19.72,24.69, 
11/14/07,13.41,16.63,17.41,18.26, ,12.21,11.75,16.54,19.94,25.05, 
11/13/07,13.42,16.7,17.48,18.35, ,12.21,11.75,16.66,20.04,25.19, 
11/9/07,13.38,16.54,17.3,18.13, ,12.2,11.76,16.34,19.83,24.93, 
11/8/07,13.42,16.7,17.49,18.37, ,12.2,11.74,16.58,20.1,25.45, 
11/7/07,13.41,16.68,17.47,18.33, ,12.2,11.72,16.59,20.04,25.29, 
11/6/07,13.48,16.95,17.8,18.73, ,12.2,11.72,17.08,20.56,25.82, 
11/5/07,13.45,16.81,17.63,18.53, ,12.19,11.74,16.88,20.31,25.44, 
11/2/07,13.46,16.89,17.73,18.65, ,12.19,11.77,16.96,20.5,25.69, 
11/1/07,13.45,16.87,17.7,18.62, ,12.19,11.74,16.95,20.48,25.59, 
10/31/07,13.52,17.14,18.05,19.03, ,12.19,11.68,17.4,21.06,26.31, 
10/30/07,13.49,17.01,17.88,18.83, ,12.19,11.73,17.19,20.76,25.93, 
10/29/07,13.5,17.07,17.95,18.92, ,12.18,11.73,17.3,20.9,26.02, 
10/26/07,13.49,17.02,17.9,18.85, ,12.18,11.73,17.24,20.83,25.88, 
10/25/07,13.45,16.86,17.7,18.61, ,12.18,11.74,17,20.56,25.35, 
10/24/07,13.45,16.87,17.71,18.63, ,12.18,11.75,17.02,20.66,25.32, 
10/23/07,13.45,16.89,17.75,18.67, ,12.18,11.71,17.06,20.74,25.4, 
10/22/07,13.42,16.78,17.61,18.5, ,12.17,11.71,16.91,20.55,25, 
10/19/07,13.41,16.76,17.57,18.47, ,12.17,11.71,16.85,20.39,25.13, 
10/18/07,13.47,17,17.87,18.82, ,12.17,11.66,17.29,20.94,25.58, 
10/17/07,13.47,16.99,17.86,18.81, ,12.17,11.64,17.3,20.93,25.49, 
10/16/07,13.46,16.95,17.82,18.76, ,12.16,11.59,17.27,20.89,25.39, 
10/15/07,13.48,17.04,17.93,18.9, ,12.16,11.58,17.39,21.04,25.74, 
10/12/07,13.49,17.12,18.03,19.01, ,12.16,11.57,17.53,21.25,25.84, 
10/11/07,13.48,17.07,17.97,18.94, ,12.16,11.58,17.45,21.12,25.74, 
10/10/07,13.49,17.11,18.02,19, ,12.16,11.58,17.54,21.29,25.7, 
10/9/07,13.49,17.12,18.03,19.01, ,12.15,11.57,17.57,21.27,25.73, 
10/5/07,13.47,17.06,17.96,18.93, ,12.15,11.57,17.48,21.18,25.58, 
10/4/07,13.45,16.96,17.84,18.78, ,12.15,11.63,17.31,20.86,25.4, 
10/3/07,13.44,16.93,17.79,18.73, ,12.14,11.61,17.28,20.81,25.28, 
10/2/07,13.45,16.97,17.85,18.8, ,12.14,11.61,17.35,20.93,25.39, 
10/1/07,13.45,16.98,17.86,18.81, ,12.14,11.59,17.36,20.82,25.52, 
9/28/07,13.41,16.83,17.68,18.59, ,12.14,11.58,17.13,20.48,25.18, 
9/27/07,13.41,16.84,17.69,18.61, ,12.14,11.58,17.18,20.57,25.05, 
9/26/07,13.39,16.76,17.59,18.48, ,12.13,11.55,17.11,20.42,24.71, 
9/25/07,13.37,16.7,17.52,18.4, ,12.13,11.55,17.02,20.28,24.62, 
9/24/07,13.37,16.71,17.53,18.42, ,12.13,11.55,17.02,20.31,24.66, 
9/21/07,13.38,16.74,17.57,18.46, ,12.13,11.54,17.11,20.44,24.61, 
9/20/07,13.36,16.69,17.51,18.39, ,12.13,11.51,17.03,20.37,24.48, 
9/19/07,13.38,16.74,17.57,18.47, ,12.12,11.59,17.14,20.5,24.46, 
9/18/07,13.36,16.67,17.48,18.36, ,12.12,11.59,17.04,20.34,24.23, 
9/17/07,13.28,16.37,17.11,17.92, ,12.12,11.57,16.56,19.74,23.56, 
9/14/07,13.29,16.44,17.2,18.03, ,12.12,11.56,16.64,19.91,23.83, 
9/13/07,13.29,16.44,17.2,18.03, ,12.11,11.55,16.64,19.83,23.91, 
9/12/07,13.27,16.38,17.13,17.94, ,12.11,11.59,16.5,19.75,23.83, 
9/11/07,13.27,16.37,17.12,17.93, ,12.11,11.61,16.49,19.78,23.72, 
9/10/07,13.24,16.24,16.95,17.73, ,12.11,11.64,16.27,19.53,23.38, 
9/7/07,13.24,16.28,17.01,17.8, ,12.11,11.61,16.29,19.68,23.61, 
9/6/07,13.28,16.42,17.19,18.01, ,12.1,11.54,16.57,20.02,23.84, 
9/5/07,13.26,16.38,17.13,17.95, ,12.1,11.55,16.5,19.95,23.72, 
9/4/07,13.29,16.5,17.28,18.12, ,12.1,11.49,16.68,20.13,24.11, 
8/31/07,13.26,16.39,17.15,17.97, ,12.09,11.49,16.51,19.89,23.9, 
8/30/07,13.22,16.26,16.99,17.78, ,12.09,11.51,16.33,19.62,23.53, 
8/29/07,13.23,16.29,17.03,17.83, ,12.09,11.49,16.39,19.68,23.6, 
8/28/07,13.17,16.07,16.75,17.5, ,12.09,11.51,16.04,19.26,23.06, 
8/27/07,13.23,16.3,17.04,17.85, ,12.09,11.48,16.42,19.72,23.63, 
8/24/07,13.25,16.38,17.14,17.96, ,12.08,11.47,16.56,19.92,23.77, 
8/23/07,13.21,16.25,16.98,17.78, ,12.08,11.45,16.37,19.66,23.44, 
8/22/07,13.21,16.25,16.98,17.78, ,12.08,11.45,16.39,19.77,23.31, 
8/21/07,13.17,16.11,16.81,17.57, ,12.08,11.46,16.2,19.5,22.87, 
8/20/07,13.16,16.08,16.77,17.52, ,12.08,11.43,16.18,19.44,22.74, 
8/17/07,13.16,16.07,16.76,17.5, ,12.07,11.41,16.19,19.36,22.73, 
8/16/07,13.1,15.87,16.51,17.22, ,12.07,11.42,15.8,18.91,22.48, 
8/15/07,13.1,15.86,16.5,17.21, ,12.07,11.38,15.75,18.81,22.68, 
8/14/07,13.14,16.02,16.7,17.44, ,12.07,11.38,15.96,19.15,23.13, 
8/13/07,13.18,16.2,16.92,17.71, ,12.07,11.37,16.26,19.53,23.56, 
8/10/07,13.17,16.17,16.88,17.66, ,12.06,11.37,16.26,19.57,23.28, 
8/9/07,13.18,16.22,16.94,17.73, ,12.06,11.37,16.26,19.56,23.69, 
8/8/07,13.25,16.49,17.28,18.13, ,12.06,11.34,16.75,19.95,24.37, 
8/7/07,13.21,16.33,17.08,17.9, ,12.06,11.38,16.51,19.58,23.93, 
8/6/07,13.2,16.29,17.03,17.84, ,12.06,11.38,16.41,19.41,24.06, 
8/3/07,13.14,16.1,16.8,17.57, ,12.05,11.4,16.02,19.21,23.64, 
8/2/07,13.2,16.33,17.08,17.91, ,12.05,11.37,16.46,19.78,23.99, 
8/1/07,13.19,16.29,17.03,17.85, ,12.05,11.36,16.38,19.62,24, 
7/31/07,13.18,16.26,17,17.81, ,12.05,11.35,16.26,19.62,24.07, 
7/30/07,13.19,16.32,17.08,17.9, ,12.04,11.33,16.47,19.79,23.94, 
7/27/07,13.16,16.22,16.95,17.75, ,12.04,11.35,16.3,19.61,23.69, 
7/26/07,13.21,16.4,17.18,18.02, ,12.04,11.36,16.57,19.89,24.26, 
7/25/07,13.27,16.63,17.46,18.35, ,12.04,11.32,16.96,20.36,24.77, 
7/24/07,13.26,16.62,17.44,18.34, ,12.03,11.3,16.88,20.38,24.89, 
7/23/07,13.31,16.82,17.7,18.64, ,12.03,11.3,17.23,20.87,25.31, 
7/20/07,13.3,16.79,17.66,18.61, ,12.03,11.3,17.14,20.89,25.28, 
7/19/07,13.32,16.89,17.79,18.75, ,12.03,11.27,17.35,21.14,25.38, 
7/18/07,13.31,16.82,17.71,18.66, ,12.02,11.28,17.28,21.03,25.15, 
7/17/07,13.31,16.86,17.76,18.72, ,12.02,11.25,17.31,21.08,25.38, 
7/16/07,13.31,16.87,17.77,18.74, ,12.02,11.27,17.31,21.08,25.47, 
7/13/07,13.31,16.89,17.79,18.76, ,12.02,11.24,17.34,21.21,25.43, 
7/12/07,13.31,16.87,17.77,18.74, ,12.01,11.23,17.29,21.15,25.48, 
7/11/07,13.26,16.69,17.55,18.48, ,12.01,11.25,16.97,20.86,25.09, 
7/10/07,13.25,16.64,17.49,18.4, ,12.01,11.27,16.87,20.78,24.97, 
7/9/07,13.27,16.77,17.64,18.59, ,12.01,11.21,17.11,21.09,25.19, 
7/6/07,13.26,16.74,17.61,18.55, ,12,11.19,17.1,21.05,25.07, 
7/5/07,13.25,16.7,17.56,18.49, ,12,11.21,17.03,20.95,24.96, 
7/3/07,13.25,16.7,17.56,18.49, ,12,11.25,17.03,20.88,24.99, 
7/2/07,13.24,16.65,17.51,18.43, ,12,11.28,16.96,20.82,24.84, 
6/29/07,13.21,16.55,17.37,18.27, ,11.99,11.26,16.78,20.56,24.66, 
6/28/07,13.2,16.53,17.35,18.24, ,11.99,11.21,16.81,20.6,24.45, 
6/27/07,13.2,16.52,17.34,18.23, ,11.99,11.24,16.82,20.56,24.35, 
6/26/07,13.18,16.45,17.25,18.12, ,11.99,11.22,16.66,20.31,24.41, 
6/25/07,13.18,16.47,17.28,18.15, ,11.99,11.23,16.72,20.4,24.35, 
6/22/07,13.19,16.51,17.34,18.23, ,11.98,11.2,16.77,20.56,24.51, 
6/21/07,13.21,16.6,17.45,18.36, ,11.98,11.18,16.99,20.7,24.58, 
6/20/07,13.2,16.55,17.39,18.29, ,11.98,11.2,16.88,20.61,24.52, 
6/19/07,13.23,16.67,17.54,18.46, ,11.98,11.23,17.11,20.87,24.68, 
6/18/07,13.22,16.66,17.52,18.45, ,11.97,11.2,17.08,20.84,24.71, 
6/15/07,13.22,16.66,17.52,18.45, ,11.97,11.18,17.1,20.87,24.66, 
6/14/07,13.19,16.56,17.4,18.3, ,11.97,11.15,16.99,20.68,24.34, 
6/13/07,13.18,16.51,17.34,18.23, ,11.97,11.15,16.91,20.55,24.23, 
6/12/07,13.14,16.38,17.18,18.04, ,11.96,11.12,16.65,20.32,24.06, 
6/11/07,13.17,16.48,17.31,18.19, ,11.96,11.18,16.83,20.53,24.21, 
6/8/07,13.17,16.48,17.3,18.19, ,11.96,11.18,16.82,20.53,24.24, 
6/7/07,13.14,16.37,17.17,18.03, ,11.96,11.19,16.63,20.32,24.03, 
6/6/07,13.19,16.58,17.42,18.33, ,11.95,11.25,16.92,20.72,24.56, 
6/5/07,13.21,16.68,17.55,18.48, ,11.95,11.25,17.07,20.95,24.83, 
6/4/07,13.23,16.72,17.61,18.55, ,11.95,11.28,17.16,21.08,24.86, 
6/1/07,13.21,16.69,17.57,18.51, ,11.95,11.26,17.13,21.01,24.77, 
5/31/07,13.2,16.64,17.51,18.44, ,11.94,11.29,17.07,20.88,24.61, 
5/30/07,13.2,16.62,17.48,18.4, ,11.94,11.29,17.06,20.79,24.52, 
5/29/07,13.18,16.55,17.4,18.3, ,11.94,11.29,16.92,20.6,24.48, 
5/25/07,13.16,16.51,17.34,18.24, ,11.94,11.3,16.89,20.44,24.33, 
5/24/07,13.15,16.46,17.28,18.16, ,11.93,11.3,16.8,20.31,24.26, 
5/23/07,13.18,16.58,17.43,18.35, ,11.93,11.3,16.96,20.61,24.61, 
5/22/07,13.17,16.57,17.42,18.33, ,11.93,11.31,16.98,20.67,24.41, 
5/21/07,13.17,16.55,17.4,18.31, ,11.93,11.33,16.99,20.56,24.35, 
5/18/07,13.16,16.52,17.36,18.26, ,11.92,11.31,16.97,20.36,24.35, 
5/17/07,13.15,16.46,17.29,18.17, ,11.92,11.34,16.86,20.22,24.22, 
5/16/07,13.15,16.48,17.31,18.2, ,11.92,11.36,16.87,20.26,24.3, 
5/15/07,13.13,16.43,17.25,18.13, ,11.92,11.35,16.72,20.15,24.38, 
5/14/07,13.14,16.44,17.27,18.15, ,11.92,11.36,16.74,20.29,24.32, 
5/11/07,13.14,16.46,17.29,18.18, ,11.91,11.37,16.77,20.41,24.28, 
5/10/07,13.11,16.36,17.16,18.03, ,11.91,11.38,16.61,20.19,24.04, 
5/9/07,13.15,16.51,17.35,18.25, ,11.91,11.37,16.84,20.49,24.45, 
5/8/07,13.14,16.46,17.29,18.18, ,11.91,11.39,16.78,20.37,24.31, 
5/7/07,13.14,16.5,17.34,18.25, ,11.91,11.38,16.8,20.4,24.58, 
5/4/07,13.13,16.46,17.3,18.19, ,11.9,11.38,16.76,20.4,24.4, 
5/3/07,13.12,16.42,17.24,18.13, ,11.9,11.36,16.72,20.33,24.2, 
5/2/07,13.11,16.39,17.2,18.08, ,11.9,11.37,16.64,20.29,24.19, 
5/1/07,13.09,16.31,17.11,17.97, ,11.9,11.37,16.54,20.03,24.05, 
4/30/07,13.08,16.29,17.08,17.94, ,11.9,11.37,16.49,20,24, 
4/27/07,13.1,16.37,17.18,18.06, ,11.89,11.34,16.62,20.28,24.14, 
4/26/07,13.1,16.38,17.2,18.08, ,11.89,11.34,16.62,20.35,24.2, 
4/25/07,13.1,16.39,17.2,18.09, ,11.89,11.36,16.63,20.31,24.22, 
4/24/07,13.08,16.31,17.11,17.97, ,11.89,11.37,16.47,20.17,24.11, 
4/23/07,13.08,16.32,17.12,17.99, ,11.89,11.36,16.47,20.2,24.2, 
4/20/07,13.08,16.33,17.14,18.01, ,11.88,11.34,16.51,20.19,24.24, 
4/19/07,13.05,16.24,17.03,17.88, ,11.88,11.34,16.36,20.02,24.04, 
4/18/07,13.06,16.27,17.07,17.93, ,11.88,11.35,16.38,20.12,24.18, 
4/17/07,13.06,16.27,17.06,17.92, ,11.88,11.33,16.37,20.17,24.15, 
4/16/07,13.05,16.25,17.04,17.9, ,11.88,11.3,16.33,20.2,24.1, 
4/13/07,13.02,16.15,16.92,17.75, ,11.87,11.28,16.16,20,23.93, 
4/12/07,13.01,16.1,16.86,17.68, ,11.87,11.29,16.1,19.9,23.74, 
4/11/07,12.99,16.06,16.8,17.62, ,11.87,11.29,16,19.77,23.76, 
4/10/07,13,16.1,16.86,17.69, ,11.87,11.3,16.11,19.9,23.77, 
4/9/07,12.99,16.05,16.8,17.61, ,11.86,11.28,16.06,19.84,23.54, 
4/5/07,12.99,16.06,16.81,17.63, ,11.86,11.31,16.05,19.82,23.61, 
4/4/07,12.98,16.03,16.77,17.58, ,11.86,11.32,16,19.76,23.55, 
4/3/07,12.97,16,16.74,17.54, ,11.85,11.31,15.98,19.75,23.4, 
4/2/07,12.95,15.91,16.63,17.41, ,11.85,11.32,15.83,19.58,23.18, 
3/30/07,12.94,15.88,16.59,17.37, ,11.85,11.31,15.79,19.51,23.13, 
3/29/07,12.94,15.88,16.6,17.38, ,11.85,11.32,15.81,19.47,23.16, 
3/28/07,12.92,15.84,16.54,17.31, ,11.85,11.32,15.75,19.45,22.94, 
3/27/07,12.94,15.91,16.63,17.41, ,11.84,11.33,15.87,19.54,23.13, 
3/26/07,12.95,15.96,16.69,17.48, ,11.84,11.34,15.97,19.66,23.16, 
3/23/07,12.95,15.96,16.69,17.49, ,11.84,11.32,15.96,19.67,23.24, 
3/22/07,12.95,15.95,16.68,17.47, ,11.84,11.33,15.94,19.64,23.21, 
3/21/07,12.95,15.95,16.68,17.48, ,11.83,11.36,15.94,19.61,23.22, 
3/20/07,12.9,15.77,16.46,17.21, ,11.83,11.34,15.68,19.32,22.73, 
3/19/07,12.88,15.7,16.38,17.11, ,11.83,11.33,15.58,19.17,22.56, 
3/16/07,12.85,15.59,16.24,16.95, ,11.83,11.34,15.41,18.95,22.3, 
3/15/07,12.85,15.61,16.27,16.99, ,11.83,11.34,15.47,19.05,22.26, 
3/14/07,12.84,15.55,16.2,16.9, ,11.82,11.34,15.41,18.9,22.04, 
3/13/07,12.83,15.53,16.17,16.87, ,11.82,11.36,15.31,18.82,22.2, 
3/12/07,12.88,15.72,16.4,17.15, ,11.82,11.33,15.62,19.22,22.6, 
3/9/07,12.86,15.68,16.36,17.09, ,11.82,11.31,15.58,19.14,22.5, 
3/8/07,12.86,15.67,16.34,17.08, ,11.82,11.35,15.57,19.07,22.47, 
3/7/07,12.84,15.59,16.24,16.96, ,11.81,11.35,15.46,18.93,22.22, 
3/6/07,12.84,15.59,16.25,16.97, ,11.81,11.33,15.49,18.95,22.19, 
3/5/07,12.79,15.41,16.03,16.7, ,11.81,11.33,15.25,18.59,21.65, 
